Number Energy PSNR
9451 6.7405084 19.0197
9452 6.6606052 12.6631
9453 6.4866886 11.6538
9454 6.3416872 13.3684
9455 6.0585512 15.8376
9456 6.0021902 23.2634
9457 6.0139586 16.107
9458 5.9510612 16.0169
9459 6.0561306 18.0971
9460 6.053292 22.3825
9461 6.8812194 23.1187
9462 6.6545892 13.2406
9463 6.5011664 12.1851
9464 6.4065982 13.1399
9465 6.1692914 15.7486
9466 6.1084958 23.3505
9467 6.044551 15.8453
9468 6.767418 16.6406
9469 6.3126466 19.2904
9470 6.0056312 27.5444
9471 6.8856094 19.4724
9472 6.5662866 12.6801
9473 6.683384 11.9697
9474 6.400249 12.3275
9475 6.2041488 14.2474
9476 6.1648988 18.3471
9477 6.1092932 13.9705
9478 6.166316 15.1825
9479 6.1132302 16.7219
9480 6.13112 19.8805
9481 6.8780876 18.9066
9482 6.8618436 12.3196
9483 6.5092532 11.6553
9484 6.3889764 13.3774
9485 6.280506 15.8213
9486 6.0318024 23.3734
9487 6.733252 16.1108
9488 6.165342 16.0358
9489 6.0972564 18.1306
9490 6.0185658 22.3485
9491 6.721557 14.3719
9492 6.66169 11.0992
9493 6.553742 10.2941
9494 6.6530964 12.0792
9495 6.7085742 13.5969
9496 6.3023966 16.3103
9497 5.934135 13.9448
9498 6.1623806 13.4098
9499 5.966298 14.3235
9500 5.9936066 15.5808
9501 6.746503 19.0804
9502 6.7885076 12.7489
9503 6.5618882 11.8977
9504 6.30091 13.1238
9505 6.2366232 15.5556
9506 6.0850124 21.2819
9507 6.0622478 15.528
9508 6.628878 15.5865
9509 6.1551288 17.5927
9510 6.134978 22.207
9511 7.0383306 23.053
9512 6.6461918 13.3817
9513 6.6197016 12.3243
9514 6.2721588 13.1335
9515 6.1390772 15.3532
9516 6.1761732 21.2508
9517 6.170108 15.4287
9518 6.0935344 16.2924
9519 6.111633 18.8405
9520 6.1452854 24.6673
9521 6.8576612 19.6306
9522 6.718969 12.8543
9523 6.5226366 12.2178
9524 6.2936112 11.8905
9525 6.2614202 13.7061
9526 6.0991206 16.9858
9527 6.0811174 13.6601
9528 6.1070228 14.8987
9529 6.0354146 16.4221
9530 6.1091208 19.6459
9531 7.007283 18.8763
9532 6.7335286 12.509
9533 6.5711256 12.0975
9534 6.42091 13.1087
9535 6.1767534 15.5521
9536 6.1701886 21.2264
9537 5.9762216 15.7749
9538 6.0396238 15.7977
9539 6.0454214 17.5996
9540 6.075564 22.2105
9541 6.981059 14.386
9542 6.711738 11.2222
9543 6.445894 10.7787
9544 6.6718794 12.214
9545 6.8519842 13.7273
9546 6.0570156 16.4935
9547 5.947511 14.1501
9548 6.0674648 13.8827
9549 6.0643986 15.0079
9550 6.1829008 16.3447
9551 7.6038418 18.3938
9552 7.6971876 12.7483
9553 7.4322276 11.6961
9554 7.2435922 13.3081
9555 7.1353604 15.6545
9556 6.6939594 22.0902
9557 6.4750998 15.9187
9558 6.5072108 15.997
9559 6.2195578 18.0488
9560 6.3873972 22.7636
9561 7.7759588 21.2701
9562 7.4815894 13.3753
9563 7.3855706 12.226
9564 7.1195196 13.2424
9565 7.0128582 15.9019
9566 6.6925896 24.7353
9567 6.4832376 15.9861
9568 6.5116414 16.8218
9569 6.3928756 19.4091
9570 6.4191898 35.1962
9571 7.8807902 18.4802
9572 7.6673954 12.8662
9573 7.328352 12.0395
9574 7.2609504 12.322
9575 6.8885524 14.2492
9576 6.7772356 18.3708
9577 6.7046924 14.2093
9578 6.467219 15.2683
9579 6.3808854 16.7723
9580 6.8751762 19.7354
9581 7.761498 17.6822
9582 7.5262292 12.5307
9583 7.4913258 11.7548
9584 7.813776 13.3116
9585 7.0088952 15.6365
9586 6.9897048 22.9822
9587 6.6195776 15.8885
9588 6.476192 15.997
9589 6.2618554 18.0733
9590 6.2703624 22.6539
9591 7.8129046 14.0159
9592 7.5418936 11.2201
9593 7.2404058 10.3701
9594 7.1759098 12.1369
9595 7.014187 13.6557
9596 6.6752522 16.3748
9597 6.516341 14.1622
9598 6.5538188 13.6557
9599 6.3890464 14.7023
9600 6.2041326 15.7343
9601 19.2016234 17.8575
9602 18.625121 12.7267
9603 25.6565698 11.2902
9604 18.098351 13.1073
9605 17.9634138 15.7106
9606 15.8765536 19.6164
9607 15.8588956 15.7002
9608 15.2343538 14.2212
9609 15.0160944 16.3448
9610 14.0726904 18.8618
9611 19.5310876 22.0467
9612 18.7407606 13.2017
9613 18.0464222 12.002
9614 17.3664512 13.2011
9615 16.8563832 16.1029
9616 15.8474556 22.0185
9617 16.6910138 15.3749
9618 15.0961296 14.0139
9619 14.7958646 16.1901
9620 14.0946434 18.5289
9621 19.0699346 19.0171
9622 19.4349718 12.6127
9623 17.7539494 11.7237
9624 17.8463906 12.0362
9625 16.9520546 14.091
9626 16.3620362 17.0005
9627 15.6198416 13.5473
9628 16.4321968 12.8075
9629 15.6653738 14.1319
9630 14.3298304 16.2242
9631 19.3377264 18.7582
9632 18.973389 12.2684
9633 18.4680062 11.432
9634 18.109122 13.1237
9635 17.176359 15.7928
9636 16.3953386 20.6333
9637 15.6231686 15.7237
9638 15.6658708 14.3062
9639 14.8019564 16.3311
9640 14.3387926 19.747
9641 18.5919036 14.2414
9642 18.4922332 10.9742
9643 17.9018188 0
9644 17.1399164 11.9414
9645 16.5054062 13.5299
9646 15.8659334 15.6422
9647 15.6458076 13.6909
9648 14.879812 13.2865
9649 14.5060916 14.6331
9650 14.2368498 15.9138
9651 18.9515554 18.7029
9652 19.8182514 12.5398
9653 18.5579834 11.4061
9654 17.5519036 13.1279
9655 16.8207028 15.7929
9656 17.2989562 20.8231
9657 16.3401988 15.7301
9658 15.4749184 14.3093
9659 14.7675322 16.2879
9660 14.5682664 19.9465
9661 18.8627638 22.5972
9662 18.4413916 13.1701
9663 18.4023512 11.9732
9664 17.5812404 13.2213
9665 16.7334326 16.1678
9666 16.3019788 23.5583
9667 15.6192264 15.4082
9668 15.1396342 14.103
9669 14.680992 16.0201
9670 14.3077774 22.1943
9671 18.9900624 19.3351
9672 18.969134 12.6036
9673 18.4082036 11.7075
9674 17.9474372 12.046
9675 17.2804856 14.1018
9676 16.9919108 17.3652
9677 16.6719866 13.5768
9678 15.1148062 12.9163
9679 15.0218296 14.1872
9680 14.398092 16.759
9681 19.1002138 18.8084
9682 18.584667 12.2748
9683 18.313952 11.4941
9684 17.475794 13.1464
9685 16.745909 15.7798
9686 16.1757052 21.1548
9687 15.7860926 15.7461
9688 15.4907836 14.3966
9689 14.7203104 16.2631
9690 14.254507 20.2736
9691 18.8824308 14.2369
9692 18.4119498 10.9639
9693 17.6499144 10.2484
9694 17.1297528 11.9621
9695 16.7120236 13.4788
9696 15.7574002 15.7424
9697 15.3717472 13.6893
9698 14.8977076 13.3093
9699 14.6084082 14.5887
9700 15.0441092 16.0106
9701 19.5438912 18.7882
9702 18.6023746 12.6289
9703 18.026524 11.5748
9704 17.3483568 12.8368
9705 17.7682444 15.4295
9706 16.198234 19.7709
9707 15.539424 15.1268
9708 15.3970636 12.7401
9709 14.7171962 14.6419
9710 14.026163 17.1433
9711 19.2055126 22.6937
9712 18.707683 13.267
9713 18.1093988 12.2057
9714 17.6152776 12.5889
9715 16.8427878 15.1719
9716 16.1180776 19.4679
9717 15.6322862 15
9718 15.629269 13.6087
9719 14.6358324 14.6051
9720 14.1399956 17.7864
9721 19.1730798 19.3874
9722 18.7467436 12.7305
9723 19.5788388 12.0672
9724 18.1135182 11.5841
9725 16.6409272 13.4809
9726 16.304043 16.8892
9727 15.3942114 13.2549
9728 15.3148962 12.4614
9729 14.6898556 12.9874
9730 13.9993136 15.3081
9731 19.625383 18.951
9732 18.7102408 12.4087
9733 18.187319 11.5493
9734 17.5183916 12.8523
9735 17.30158 15.4136
9736 16.2153994 19.8643
9737 15.6526762 15.1217
9738 15.3394712 12.7358
9739 14.7806832 15.1062
9740 14.3657606 17.153
9741 19.0908524 14.2291
9742 18.6361496 11.0868
9743 17.9852746 0
9744 17.104701 12.0265
9745 16.5577944 13.6407
9746 16.632682 15.8644
9747 16.3129862 13.8264
9748 15.3198208 12.6163
9749 14.52517 13.5869
9750 14.1412436 15.3349
9751 19.7332556 18.2877
9752 19.8685546 12.5414
9753 19.4440152 11.6089
9754 18.5841644 13.0813
9755 18.347364 15.6851
9756 17.8215554 21.2139
9757 16.9317936 15.5456
9758 16.9229298 14.3787
9759 15.6804968 16.1484
9760 15.483127 19.7007
9761 20.2673028 21.2889
9762 19.9946206 13.206
9763 19.5647488 12.1267
9764 18.6063784 12.974
9765 18.1701008 15.7947
9766 17.2860286 22.2054
9767 16.87175 15.5996
9768 17.4074856 14.6836
9769 16.6871784 16.6544
9770 15.6864676 20.1638
9771 20.3091668 18.34
9772 19.8155076 12.7656
9773 19.4053024 11.9555
9774 18.6916868 12.0738
9775 18.2768832 14.104
9776 17.5944738 17.5642
9777 16.9705964 13.8703
9778 16.5985444 13.1517
9779 17.292766 14.4379
9780 15.647522 17.2278
9781 21.6058092 17.602
9782 20.8523688 12.297
9783 20.1780668 11.7047
9784 18.8399572 13.093
9785 18.2085746 15.6759
9786 17.6041294 21.2425
9787 17.1452338 15.55
9788 16.7269054 14.387
9789 16.3901006 16.0945
9790 15.2505272 19.6676
9791 20.3904044 13.9411
9792 19.7491686 11.0964
9793 19.147265 10.2816
9794 18.357943 11.9444
9795 17.7735628 13.4942
9796 17.1704064 15.8698
9797 16.6348878 13.8925
9798 16.1410106 13.2483
9799 15.8226042 14.4308
9800 15.272334 15.9117
9801 17.7984704 15.5728
9802 17.6369468 11.7649
9803 16.6584658 10.2725
9804 15.5139738 11.548
9805 14.9703948 12.8692
9806 14.1438788 14.9897
9807 13.7635156 13.2223
9808 13.4392584 12.6124
9809 12.7887288 13.726
9810 12.583123 14.9851
9811 17.8813822 19.4731
9812 17.4899212 12.9455
9813 17.866622 11.4109
9814 16.4100972 12.5935
9815 15.6541136 14.7347
9816 15.3614846 19.3473
9817 14.5731774 14.9512
9818 14.3750776 13.7897
9819 13.5534848 15.4288
9820 13.2970274 18.1719
9821 18.9019472 24.6022
9822 17.3304602 13.8595
9823 16.839948 12.325
9824 16.2194092 12.9048
9825 15.5227596 15.3764
9826 15.094264 22.5277
9827 14.3897978 15.0694
9828 14.4491278 14.6464
9829 13.4330088 16.8603
9830 13.0175406 22.0387
9831 18.3132018 22.2822
9832 17.1818678 13.6968
9833 16.5043158 12.3599
9834 16.0847298 11.5382
9835 14.9146008 12.7613
9836 14.2386876 14.9012
9837 14.6541166 13.1627
9838 13.0866948 12.626
9839 12.7751564 13.6859
9840 12.6304506 14.9165
9841 17.9133946 11.9838
9842 16.9509534 0
9843 15.9266602 0
9844 15.528535 0
9845 14.8113732 10.4176
9846 14.3297594 11.1522
9847 13.51572 10.2999
9848 13.1955352 10.1829
9849 12.7914156 10.7064
9850 12.6191278 11.2469
9851 17.7943628 15.5629
9852 17.0275062 11.7145
9853 16.2300772 10.2674
9854 15.5463162 11.5876
9855 14.8980304 12.7993
9856 14.2463864 14.9454
9857 13.6908738 13.1835
9858 13.309821 12.6156
9859 12.7452168 13.7267
9860 12.5396678 14.8823
9861 17.813881 19.3585
9862 17.6312888 12.9275
9863 16.5818124 11.4117
9864 16.162765 12.5865
9865 16.0349236 14.6843
9866 14.9211528 19.3055
9867 14.3062596 14.9309
9868 14.1229592 13.7952
9869 13.3660434 15.3416
9870 13.0994968 18.0901
9871 18.014995 24.7059
9872 17.2104632 13.8675
9873 16.6794952 12.3078
9874 16.2819084 12.9194
9875 15.7480088 15.3608
9876 14.916488 22.5599
9877 14.4536076 15.0683
9878 14.0387788 14.6489
9879 13.58214 16.1734
9880 12.927062 21.7274
9881 18.425374 22.3573
9882 17.1012534 13.706
9883 16.9641866 12.3841
9884 15.7238688 11.5436
9885 15.3051614 12.8003
9886 14.7518254 15.0341
9887 14.5459424 13.2324
9888 13.0163092 12.6374
9889 13.7283388 13.6852
9890 12.664517 14.8438
9891 17.6850102 11.9597
9892 16.7754916 0
9893 15.8863968 0
9894 15.293676 0
9895 14.8495038 10.4076
9896 14.2846108 11.1196
9897 13.6993234 10.3107
9898 13.1730264 10.1982
9899 12.7106002 10.6761
9900 12.617992 11.3172
9901 17.7140324 16.017
9902 16.810188 11.7733
9903 16.33789 10.285
9904 15.7312234 11.6174
9905 14.8890588 12.9383
9906 14.0783576 15.2941
9907 13.783846 13.3103
9908 13.327341 12.7128
9909 12.8608844 13.7347
9910 16.5105798 14.7547
9911 17.7270824 19.9791
9912 20.9593898 12.9858
9913 16.2084466 11.428
9914 16.4087506 12.6087
9915 15.8287256 14.6416
9916 15.0400734 18.4757
9917 14.3418512 14.7759
9918 14.216795 13.9878
9919 13.4444816 15.5782
9920 13.084732 16.8259
9921 17.9252898 28.7935
9922 17.17065 13.8787
9923 17.302317 12.3216
9924 16.2177248 12.5013
9925 15.8071688 14.9852
9926 15.2515364 22.5267
9927 14.4374906 15.3029
9928 14.2483144 14.1739
9929 13.5413578 16.7715
9930 13.0780978 20.0951
9931 18.5120534 27.3507
9932 17.058795 13.7939
9933 16.7324072 12.3801
9934 15.718751 11.5982
9935 16.113974 12.9449
9936 14.9760254 15.2169
9937 14.4618624 13.2544
9938 13.1959934 12.636
9939 12.7471748 13.7356
9940 13.018631 14.7321
9941 18.5730228 12.3506
9942 16.6576054 0
9943 15.9662214 0
9944 15.326226 0
9945 14.873861 10.3896
9946 14.0108046 11.2262
9947 13.5697024 10.4049
9948 13.2762784 10.3564
9949 12.8331576 10.6697
9950 12.621993 11.3146
9951 17.9884498 15.1135
9952 17.5896826 11.4953
9953 17.032232 9.96022
9954 16.258975 11.505
9955 15.5064376 12.5796
9956 14.7454424 14.6475
9957 13.9805548 12.623
9958 14.330206 12.4959
9959 13.6365338 13.542
9960 13.0533628 14.9049
9961 19.5128438 18.6409
9962 17.122205 12.6947
9963 17.0538066 11.1367
9964 16.8104744 12.7122
9965 16.1816228 14.5494
9966 15.7011818 19.1174
9967 15.0100724 14.6528
9968 14.7944394 14.305
9969 14.322207 15.9244
9970 13.7547566 18.794
9971 18.122055 21.9339
9972 17.7524846 13.5513
9973 17.9490558 12.1082
9974 16.6800206 13.2375
9975 15.911508 15.7438
9976 15.6345018 26.4055
9977 14.9646412 15.7589
9978 14.349029 15.6447
9979 14.1032458 18.0305
9980 13.3453698 24.8302
9981 18.0180614 20.1471
9982 17.5967178 13.2848
9983 17.5543808 12.0455
9984 17.3326602 11.5079
9985 15.4997034 12.5832
9986 14.9141234 14.697
9987 14.4586948 12.6296
9988 14.3016932 12.4536
9989 13.4873842 13.4733
9990 13.062522 14.8713
9991 18.1992782 11.7782
9992 17.4164782 0
9993 16.6241218 0
9994 16.1243802 0
9995 15.5018868 10.4124
9996 14.9038514 11.1502
9997 14.2252646 10.3063
9998 13.9005798 10.3192
9999 13.613819 10.8159
10000 12.9241472 11.4844
10001 20.4315708 18.6582
10002 19.268394 12.5268
10003 18.2651042 11.5585
10004 18.0157088 13.1819
10005 17.4587686 15.7072
10006 16.1774562 21.7022
10007 17.1360472 15.7528
10008 15.3628716 14.453
10009 15.0829922 16.0645
10010 14.6403094 19.6858
10011 19.2660942 22.6925
10012 19.0572676 13.1564
10013 19.3999236 12.0905
10014 19.1421686 13.274
10015 18.867743 15.567
10016 16.6434764 21.5741
10017 15.982687 15.4636
10018 16.01788 14.275
10019 15.2997564 15.8592
10020 14.7479698 22.0246
10021 19.4041416 19.2574
10022 19.377836 12.5833
10023 19.2211178 11.8818
10024 17.8973372 12.1046
10025 17.5031244 13.7766
10026 16.7058184 17.6942
10027 16.2368452 13.6424
10028 16.3364282 13.0032
10029 15.4256424 14.737
10030 16.0305854 16.763
10031 19.6441844 18.7859
10032 19.0801698 12.2613
10033 18.8289606 11.3564
10034 19.9676256 13.1953
10035 17.17991 15.7078
10036 16.761236 21.6952
10037 15.7294646 15.7799
10038 16.1454586 14.486
10039 15.276307 16.0862
10040 14.6103514 19.5982
10041 19.1136822 14.1829
10042 18.7245046 11.0128
10043 18.0761578 10.1988
10044 17.4786134 11.9707
10045 17.5367196 13.4586
10046 16.322511 15.7561
10047 15.7710484 13.8467
10048 15.3731748 13.386
10049 14.4614258 14.4422
10050 14.3359422 15.7038
10051 19.127937 18.6678
10052 18.9179544 12.5422
10053 19.501864 11.5466
10054 17.7316658 13.2046
10055 18.5312642 15.6984
10056 16.5996524 21.7311
10057 15.9314124 15.7695
10058 15.6447718 14.4848
10059 15.1497192 16.0845
10060 14.9210914 19.4974
10061 19.3123074 22.6875
10062 18.7452836 13.1538
10063 18.6222998 12.0732
10064 17.7701084 12.9475
10065 16.9365502 15.5799
10066 16.304333 21.5218
10067 15.8675306 15.4879
10068 15.6584436 14.2203
10069 15.0392128 15.8236
10070 14.6215762 21.7945
10071 19.3998998 19.3833
10072 19.1006904 12.5973
10073 18.4181966 11.8764
10074 17.9273264 12.1327
10075 17.2366676 13.8233
10076 17.6930562 17.7214
10077 15.7377018 13.6419
10078 15.6232536 13.0219
10079 15.2654532 14.7156
10080 14.2741228 16.6829
10081 19.4598306 18.8463
10082 19.1218876 12.2544
10083 19.2427536 11.4417
10084 17.7885786 13.2057
10085 17.5619452 15.6946
10086 16.700682 21.74
10087 16.1613666 15.7599
10088 15.8026782 14.5111
10089 15.5326088 16.1025
10090 14.7359134 19.5821
10091 19.0326636 14.2353
10092 18.7675512 11.0105
10093 18.0400844 10.1863
10094 17.6849782 11.9792
10095 17.906946 13.4185
10096 16.367347 15.7871
10097 16.1098382 13.6746
10098 15.4740706 13.3912
10099 15.8290812 14.4742
10100 13.5750598 15.6659
10101 19.313117 18.6613
10102 18.9294032 12.6269
10103 18.343031 11.7886
10104 17.6425712 12.9193
10105 17.167836 15.3866
10106 16.505048 20.1288
10107 15.9454634 15.1528
10108 15.6815298 13.6733
10109 15.034916 15.0188
10110 14.5531952 16.588
10111 19.535647 22.6541
10112 19.038071 13.2753
10113 18.3569228 12.1789
10114 17.8646182 12.9279
10115 17.3317028 15.132
10116 16.461706 19.8195
10117 16.3874258 15.052
10118 15.6280546 13.6717
10119 15.060403 14.4871
10120 14.6216148 16.1818
10121 19.4676428 19.379
10122 20.1522402 12.768
10123 18.4000128 12.086
10124 17.8462596 11.8982
10125 17.1588474 13.4793
10126 16.3237012 16.3167
10127 16.820873 13.2771
10128 15.5639484 12.5604
10129 15.257867 14.1825
10130 14.5917696 15.8184
10131 19.3533844 18.8369
10132 19.1078118 12.4734
10133 18.7899166 11.8748
10134 18.0898424 12.9238
10135 17.9215312 15.3793
10136 16.6777844 20.1548
10137 16.1215488 15.1503
10138 15.5122984 13.6855
10139 15.093328 14.9735
10140 14.7345888 16.5426
10141 19.811633 14.2109
10142 18.8491196 11.0902
10143 18.1833364 10.6911
10144 17.6114298 12.057
10145 17.9439662 13.563
10146 17.0589156 15.8882
10147 16.4916482 13.8792
10148 17.5666916 12.8918
10149 14.974179 14.0039
10150 14.5144516 14.9444
10151 20.2610972 18.207
10152 20.0892064 12.6426
10153 19.677346 11.5933
10154 19.0950164 13.1353
10155 18.4574694 15.4762
10156 17.6785594 21.3307
10157 17.4870824 15.5815
10158 17.0804002 14.466
10159 17.2168644 16.3
10160 16.1602288 18.8953
10161 20.3585546 21.1171
10162 20.3617544 13.2695
10163 20.2032506 12.1298
10164 18.9037964 13.0496
10165 18.2942594 15.7454
10166 18.3559786 22.4908
10167 17.390384 15.4409
10168 16.7830302 14.7757
10169 16.45049 16.5848
10170 15.8071714 20.8689
10171 20.5374262 18.3146
10172 20.0414946 12.7754
10173 19.9764286 12.0278
10174 20.2103802 12.12
10175 18.4713582 14.0426
10176 17.9471842 17.6941
10177 17.1167958 13.9155
10178 17.2726884 13.2265
10179 16.0273354 14.4183
10180 16.0464068 16.9146
10181 20.3358876 17.5918
10182 20.1923972 12.4544
10183 20.143676 11.6859
10184 19.2842248 13.1413
10185 18.4128666 15.4663
10186 17.8017592 20.5448
10187 17.823151 15.57
10188 17.4935604 14.4937
10189 16.936294 16.2933
10190 15.8695098 18.8178
10191 20.7351884 13.917
10192 20.037578 11.1081
10193 19.4555564 10.4548
10194 18.523711 11.9866
10195 17.84364 13.6116
10196 17.5406354 15.9463
10197 17.123219 13.9214
10198 17.1071838 13.2542
10199 16.127883 14.4026
10200 15.6779654 15.4822
10201 18.44853 18.7628
10202 18.5656792 12.5486
10203 18.1105664 11.5407
10204 17.5991686 13.2069
10205 17.3656894 15.6705
10206 16.232502 21.4767
10207 15.6417454 15.763
10208 15.0793068 14.4557
10209 15.407435 15.9896
10210 15.1225562 20.3053
10211 18.7061092 22.6834
10212 18.3563722 13.1656
10213 18.1848906 12.0942
10214 17.5058674 13.3118
10215 16.7819768 15.525
10216 16.0852636 21.3672
10217 15.3664842 15.4732
10218 15.2506574 14.2075
10219 14.5988678 16.5659
10220 14.3701842 21.3911
10221 18.7828618 19.4515
10222 18.80311 12.6119
10223 18.2084534 11.8828
10224 17.4028574 12.1274
10225 16.6099582 13.794
10226 16.1255988 17.6806
10227 16.0353998 13.6238
10228 15.2692182 13.486
10229 14.679353 14.7038
10230 14.2017372 16.5324
10231 18.9497024 18.8722
10232 18.6572068 12.2729
10233 19.7466972 11.612
10234 17.0359772 13.1998
10235 16.8568888 15.644
10236 16.1246838 21.5797
10237 15.8258668 15.7577
10238 15.2483374 14.4416
10239 14.981152 16.0088
10240 13.7993228 20.2051
10241 18.6742344 14.18
10242 18.3377946 11.0109
10243 17.8194634 10.21
10244 17.3934186 11.9812
10245 16.5067454 13.3856
10246 16.1253516 15.7195
10247 15.3032014 13.6862
10248 15.2118936 13.325
10249 14.2561892 14.3992
10250 13.4659692 15.4843
10251 18.681692 18.7497
10252 19.0882526 12.5443
10253 18.2106024 11.5596
10254 17.6359186 13.2156
10255 17.6938744 15.6573
10256 16.6951322 21.5063
10257 16.9439082 15.7439
10258 15.4277666 14.439
10259 14.693166 15.9835
10260 14.45013 20.0782
10261 18.7765602 22.6308
10262 18.4602076 13.1774
10263 18.1804814 12.0976
10264 17.4975234 13.3089
10265 16.635883 15.52
10266 15.9479708 21.3679
10267 15.7874554 15.4593
10268 16.2957132 14.1948
10269 14.98165 16.5493
10270 14.134189 21.2312
10271 18.8755724 19.492
10272 19.6022562 12.6151
10273 18.890941 11.9002
10274 18.1353408 12.1315
10275 17.615564 13.7563
10276 15.6665542 17.6489
10277 16.1191476 13.6513
10278 15.3556986 13.4502
10279 15.1159246 14.6954
10280 13.793719 17.7068
10281 19.3685716 18.9076
10282 18.600492 12.2869
10283 18.2386848 11.5992
10284 17.563844 13.207
10285 16.978781 15.6522
10286 16.0970926 21.4719
10287 15.6480672 15.7568
10288 15.058706 14.4371
10289 14.8789 15.9587
10290 14.1959018 20.1233
10291 18.6928812 14.2063
10292 18.3430438 11.0084
10293 17.729685 10.183
10294 17.1940136 11.9878
10295 16.4452736 13.4119
10296 15.9938806 15.7417
10297 15.3400206 13.6803
10298 15.149048 13.3184
10299 14.4998088 14.3824
10300 14.051913 15.4104
10301 19.1235882 18.7494
10302 18.4608218 12.6536
10303 18.2310686 11.7947
10304 18.526804 12.921
10305 16.8260238 15.31
10306 16.453516 19.8943
10307 15.8481974 15.4282
10308 15.5076854 13.2642
10309 14.2030914 14.9283
10310 14.2279204 16.2547
10311 19.1637028 22.6755
10312 18.8249604 13.2913
10313 18.1533478 12.2246
10314 17.3701836 12.9308
10315 16.5147418 15.0666
10316 15.9449098 19.8028
10317 15.5604608 15.0104
10318 15.2784846 13.2099
10319 14.5778242 15.0481
10320 14.2724686 16.8899
10321 19.1396714 19.3275
10322 18.6949416 12.7683
10323 18.048811 12.0792
10324 17.1769338 11.9166
10325 16.8148224 13.4571
10326 16.4817018 16.2239
10327 16.0555544 13.2503
10328 15.971672 12.5233
10329 14.660369 14.1305
10330 14.7879948 15.6233
10331 18.9613182 18.8855
10332 18.7800408 12.4621
10333 18.2859378 11.9479
10334 17.5188206 12.9261
10335 17.681258 15.3172
10336 16.2161802 19.9064
10337 15.543069 15.4567
10338 15.150119 13.276
10339 14.7542046 14.9135
10340 14.087029 16.3017
10341 18.9856458 14.1906
10342 18.649018 11.0899
10343 17.902986 10.6647
10344 16.8308202 12.0592
10345 16.7672962 13.5691
10346 15.8212124 15.9145
10347 15.5130994 13.8523
10348 14.933191 13.0169
10349 15.4770766 13.9571
10350 14.1540922 14.8266
10351 20.8956634 18.1845
10352 19.922958 12.6504
10353 19.3349634 11.6052
10354 18.9331106 13.1419
10355 18.1910302 15.5875
10356 17.551973 21.1392
10357 16.5167974 15.5479
10358 16.2814032 14.4623
10359 15.7708992 16.2154
10360 15.4643002 18.54
10361 20.2461976 21.1536
10362 19.668921 13.2876
10363 19.6192366 12.1422
10364 18.2026692 13.0563
10365 17.834948 15.6851
10366 17.5257344 22.2439
10367 16.7577244 15.6348
10368 16.9999672 14.7264
10369 16.0789814 16.5186
10370 15.3369036 20.3497
10371 20.2798836 18.3258
10372 20.2023592 12.796
10373 19.1036988 11.9625
10374 18.7861406 12.1232
10375 17.9918968 14.0343
10376 17.204247 17.657
10377 17.1537088 13.8924
10378 16.5219666 13.9201
10379 16.0065082 15.1575
10380 15.3817396 16.7836
10381 19.9881368 17.6192
10382 19.547451 12.514
10383 19.3097696 11.7141
10384 18.721089 13.1423
10385 17.9445754 15.5787
10386 17.4908026 21.1406
10387 16.8800162 15.5291
10388 16.4218552 14.6119
10389 15.9467248 16.2002
10390 15.5953554 18.4789
10391 19.6824734 13.8611
10392 19.42988 11.0996
10393 18.8563796 10.2809
10394 17.956394 12.005
10395 17.609297 13.4553
10396 17.2815846 15.8012
10397 16.4947304 13.8663
10398 16.3518086 13.3115
10399 15.7202506 14.3321
10400 15.055665 15.3569
10401 12.0352982 18.7159
10402 11.8527862 12.5811
10403 11.8694594 11.5847
10404 11.4820504 13.1168
10405 11.553553 15.4561
10406 11.7088202 21.7081
10407 10.6619826 15.6244
10408 11.4807422 14.4949
10409 9.9794948 15.9908
10410 9.5311522 20.0214
10411 12.9885926 22.7344
10412 12.0705508 13.2224
10413 11.6902894 11.9706
10414 11.5746626 13.1528
10415 11.5189488 15.8041
10416 11.5533794 23.8335
10417 11.442754 15.7785
10418 10.2404146 14.2477
10419 9.9410012 16.5975
10420 9.5916914 21.1673
10421 12.8093714 19.4339
10422 11.9836266 12.618
10423 11.7719688 11.9075
10424 12.0768656 12.1069
10425 12.1335406 13.9437
10426 11.6121676 17.7307
10427 10.5213564 13.7831
10428 10.2801256 13.5478
10429 9.9214642 14.6909
10430 9.5936284 17.6518
10431 12.2699232 18.8534
10432 12.569628 12.2776
10433 11.7259494 11.605
10434 11.5261094 13.1141
10435 11.4855234 15.4616
10436 11.633238 21.5945
10437 11.5049858 15.6251
10438 10.7140196 14.4893
10439 10.0146598 15.9665
10440 9.4751888 19.9624
10441 11.8808766 14.2329
10442 11.9343684 11.0219
10443 12.7230632 10.1861
10444 11.4916264 11.6933
10445 11.4583386 13.0863
10446 11.4997322 15.3194
10447 10.3443742 13.2739
10448 10.0435126 13.3573
10449 9.9844588 14.4271
10450 9.496453 15.3814
10451 11.985251 18.7026
10452 11.9121984 12.5757
10453 11.9025572 11.5703
10454 11.6102004 13.1225
10455 11.4997306 15.463
10456 11.5404468 21.5833
10457 11.3753188 15.6114
10458 10.0888782 14.4915
10459 10.5953236 16.0157
10460 10.0509022 20.1109
10461 11.9204578 22.7212
10462 12.7494872 13.2234
10463 11.7371036 12.1269
10464 11.5958226 13.1473
10465 11.5357968 15.7985
10466 11.5398954 23.8257
10467 11.0387058 15.8215
10468 10.6940946 14.2298
10469 9.4880524 16.6182
10470 9.7975524 21.2393
10471 12.0391556 19.4496
10472 12.1366008 12.7655
10473 12.019086 11.9125
